"GEO_ID","NAME","H062001","H062002","H062003","H062004","H062005","H062006","H062007","H062008","H062009","H062010","H062011","H062012","H062013","H062014","H062015","H062016","H062017","H062018","H062019","H062020","H062021","H062022","H062023","H062024",
"1400000US06037195100","Census Tract 1951, Los Angeles County, California","705","705","0","0","13","0","0","0","10","8","18","37","60","67","53","29","55","102","74","45","61","57","16","0",
"1400000US06037195200","Census Tract 1952, Los Angeles County, California","1907","1854","12","23","6","5","21","0","12","70","15","40","80","186","156","171","218","248","183","191","131","58","28","53",
"1400000US06037195300","Census Tract 1953, Los Angeles County, California","1182","1158","0","0","5","22","8","27","24","54","75","117","64","165","79","123","84","149","87","68","7","0","0","24",
"1400000US06037195400","Census Tract 1954, Los Angeles County, California","1313","1275","0","0","0","0","21","40","63","86","117","67","95","109","105","77","32","141","75","134","71","42","0","38",
"1400000US06037195500","Census Tract 1955, Los Angeles County, California","1343","1317","0","0","0","0","13","47","28","84","73","80","123","85","105","85","92","112","131","142","55","62","0","26",
"1400000US06037195600","Census Tract 1956, Los Angeles County, California","825","810","6","0","0","11","0","28","49","74","62","145","106","64","100","11","20","70","28","28","0","8","0","15",
"1400000US06037195710","Census Tract 1957.10, Los Angeles County, California","1108","1089","0","0","14","0","9","37","157","81","63","146","203","122","78","40","23","84","10","12","0","10","0","19",
"1400000US06037195720","Census Tract 1957.20, Los Angeles County, California","802","763","0","16","11","0","34","8","68","52","103","111","47","67","96","60","8","34","16","32","0","0","0","39",
"1400000US06037195801","Census Tract 1958.01, Los Angeles County, California","1820","1779","0","11","0","8","18","69","75","84","132","152","293","127","181","137","125","106","113","91","39","0","18","41",
"1400000US06037195802","Census Tract 1958.02, Los Angeles County, California","693","672","0","10","0","0","11","20","45","63","93","70","93","62","35","94","28","35","0","5","5","3","0","21",
"1400000US06037195900","Census Tract 1959, Los Angeles County, California","2414","2378","14","0","0","19","21","80","90","155","270","229","309","261","194","197","150","173","91","86","30","9","0","36",
"1400000US06037197110","Census Tract 1971.10, Los Angeles County, California","99","99","0","0","0","0","0","0","0","7","0","5","24","17","11","0","13","6","10","6","0","0","0","0",
"1400000US06037197200","Census Tract 1972, Los Angeles County, California","777","732","0","10","0","0","32","23","11","5","39","82","63","95","77","71","35","94","57","38","0","0","0","45",
"1400000US06037197300","Census Tract 1973, Los Angeles County, California","1254","1231","0","0","11","20","20","24","109","103","112","109","141","115","134","53","98","63","45","36","17","16","5","23",
"1400000US06037197410","Census Tract 1974.10, Los Angeles County, California","561","561","0","0","0","0","0","6","0","8","33","39","39","49","63","55","31","94","18","51","33","42","0","0",
"1400000US06037197420","Census Tract 1974.20, Los Angeles County, California","960","934","18","0","0","33","20","41","71","77","74","119","82","54","126","28","57","51","46","20","17","0","0","26",
"1400000US06037197500","Census Tract 1975, Los Angeles County, California","1341","1311","0","6","0","7","18","30","65","174","136","164","112","150","112","98","32","95","30","28","36","18","0","30",
"1400000US06037197600","Census Tract 1976, Los Angeles County, California","759","746","5","0","0","5","0","28","30","89","106","140","90","20","56","18","29","29","10","51","40","0","0","13",
"1400000US06037197700","Census Tract 1977, Los Angeles County, California","1462","1431","0","6","0","9","19","68","48","104","90","106","183","156","135","152","56","93","36","101","44","25","0","31",
"1400000US06037199000","Census Tract 1990, Los Angeles County, California","721","713","0","0","10","13","20","40","21","42","66","104","144","95","70","26","10","24","21","7","0","0","0","8",
"1400000US06037199110","Census Tract 1991.10, Los Angeles County, California","366","346","8","0","24","10","15","0","20","15","21","6","20","19","27","44","46","34","9","20","8","0","0","20",
"1400000US06037199120","Census Tract 1991.20, Los Angeles County, California","710","692","5","0","17","33","40","21","31","66","99","128","66","33","33","20","35","34","12","19","0","0","0","18",
"1400000US06037199201","Census Tract 1992.01, Los Angeles County, California","974","970","0","9","0","0","35","23","69","54","77","147","125","145","81","89","37","44","29","0","0","6","0","4",
"1400000US06037199202","Census Tract 1992.02, Los Angeles County, California","501","497","0","16","0","19","6","14","19","33","45","51","62","46","35","39","23","51","16","0","22","0","0","4",
"1400000US06037199300","Census Tract 1993, Los Angeles County, California","513","508","7","7","8","0","7","0","9","19","30","73","50","28","79","50","35","24","49","25","8","0","0","5",
"1400000US06037199400","Census Tract 1994, Los Angeles County, California","939","917","0","0","21","39","13","27","6","63","84","124","92","151","80","46","40","53","21","46","11","0","0","22",
"1400000US06037199700","Census Tract 1997, Los Angeles County, California","736","725","0","0","14","5","23","23","57","67","73","65","82","81","66","30","0","28","46","48","10","0","7","11",
"1400000US06037199800","Census Tract 1998, Los Angeles County, California","1112","1100","0","0","4","0","5","49","56","83","83","212","183","100","106","57","24","81","47","10","0","0","0","12",
"1400000US06037199900","Census Tract 1999, Los Angeles County, California","595","583","0","0","5","36","23","42","39","36","75","87","58","61","18","43","28","5","5","22","0","0","0","12",
"1400000US06037201110","Census Tract 2011.10, Los Angeles County, California","173","164","0","0","0","0","0","16","5","0","28","22","25","7","8","0","0","32","8","13","0","0","0","9",
"1400000US06037201120","Census Tract 2011.20, Los Angeles County, California","871","856","6","0","20","6","16","6","11","41","71","115","53","108","94","103","64","67","46","29","0","0","0","15",
"1400000US06037201200","Census Tract 2012, Los Angeles County, California","431","415","0","0","0","0","3","0","25","45","29","75","29","62","46","36","0","30","15","0","9","11","0","16",
"1400000US06037201301","Census Tract 2013.01, Los Angeles County, California","505","500","0","0","24","35","20","8","26","32","46","42","46","52","39","19","29","20","26","36","0","0","0","5",
"1400000US06037201302","Census Tract 2013.02, Los Angeles County, California","611","577","4","0","37","9","7","15","9","13","6","28","35","6","22","17","16","70","69","158","38","18","0","34",
"1400000US06037201401","Census Tract 2014.01, Los Angeles County, California","631","631","0","0","16","0","7","6","21","51","82","85","97","31","42","62","28","32","39","22","10","0","0","0",
"1400000US06037201402","Census Tract 2014.02, Los Angeles County, California","478","439","0","0","19","23","4","20","6","30","24","32","51","83","39","6","0","22","31","42","7","0","0","39",
"1400000US06037201501","Census Tract 2015.01, Los Angeles County, California","893","879","0","6","9","7","9","7","30","44","51","114","129","55","56","41","53","136","59","44","22","7","0","14",
"1400000US06037201503","Census Tract 2015.03, Los Angeles County, California","588","569","0","11","19","15","19","0","22","24","68","80","66","68","42","31","31","44","14","15","0","0","0","19",
"1400000US06037201504","Census Tract 2015.04, Los Angeles County, California","313","308","0","0","0","7","0","12","15","10","12","40","58","43","22","25","9","15","16","17","7","0","0","5",
"1400000US06037201600","Census Tract 2016, Los Angeles County, California","580","557","0","7","5","0","12","7","0","21","62","47","56","56","100","56","23","39","17","45","4","0","0","23",
"1400000US06037201700","Census Tract 2017, Los Angeles County, California","721","695","0","0","14","0","7","6","16","23","33","112","107","97","49","34","53","50","26","62","6","0","0","26",
"1400000US06037203100","Census Tract 2031, Los Angeles County, California","989","977","15","55","72","73","82","42","68","108","61","38","106","46","45","21","28","43","27","37","0","10","0","12",
"1400000US06037203200","Census Tract 2032, Los Angeles County, California","832","832","15","7","18","0","10","9","29","60","114","65","98","110","66","51","57","50","35","29","0","9","0","0",
"1400000US06037203300","Census Tract 2033, Los Angeles County, California","173","168","0","0","0","0","9","0","0","7","24","37","30","6","39","6","0","0","6","0","0","4","0","5",
"1400000US06037203500","Census Tract 2035, Los Angeles County, California","895","877","0","13","11","52","69","96","47","32","51","70","135","51","70","56","42","35","17","22","0","8","0","18",
"1400000US06037203600","Census Tract 2036, Los Angeles County, California","1168","1145","13","19","28","22","41","84","36","53","111","168","145","90","99","76","67","75","0","12","6","0","0","23",
"1400000US06037203710","Census Tract 2037.10, Los Angeles County, California","593","577","0","0","0","0","7","15","15","30","74","46","71","61","111","53","32","40","8","5","9","0","0","16",
"1400000US06037203720","Census Tract 2037.20, Los Angeles County, California","855","837","0","0","0","0","19","62","57","55","135","134","74","163","28","48","23","11","19","9","0","0","0","18",
"1400000US06037203800","Census Tract 2038, Los Angeles County, California","691","662","14","14","24","0","9","14","5","34","61","26","70","95","71","76","33","40","65","0","11","0","0","29",
"1400000US06037203900","Census Tract 2039, Los Angeles County, California","407","402","0","0","6","0","0","7","26","7","21","93","70","35","51","17","12","12","19","26","0","0","0","5",
"1400000US06037204110","Census Tract 2041.10, Los Angeles County, California","533","527","5","0","29","0","24","10","36","43","47","35","59","26","42","66","4","59","23","9","10","0","0","6",
"1400000US06037204120","Census Tract 2041.20, Los Angeles County, California","430","420","6","0","0","0","8","6","8","26","82","45","55","59","30","5","0","19","28","13","30","0","0","10",
"1400000US06037204200","Census Tract 2042, Los Angeles County, California","767","750","0","0","8","14","17","27","16","83","144","112","102","57","63","23","20","27","5","26","6","0","0","17",
"1400000US06037204300","Census Tract 2043, Los Angeles County, California","932","926","15","19","44","46","19","48","62","71","87","61","123","70","78","62","11","43","23","38","6","0","0","6",
"1400000US06037204410","Census Tract 2044.10, Los Angeles County, California","513","513","0","0","11","0","25","7","14","56","47","72","50","85","53","12","22","0","23","36","0","0","0","0",
"1400000US06037204420","Census Tract 2044.20, Los Angeles County, California","958","952","13","0","32","25","31","118","30","128","105","138","91","85","61","33","18","24","8","0","12","0","0","6",
"1400000US06037204600","Census Tract 2046, Los Angeles County, California","793","793","0","0","12","0","14","6","37","101","108","119","93","99","38","41","46","39","12","10","13","5","0","0",
"1400000US06037204700","Census Tract 2047, Los Angeles County, California","695","664","0","0","0","0","11","33","66","65","24","75","47","88","89","76","12","58","14","6","0","0","0","31",
"1400000US06037204810","Census Tract 2048.10, Los Angeles County, California","605","589","5","5","0","0","10","33","5","45","79","58","80","68","22","39","21","66","13","28","12","0","0","16",
"1400000US06037204820","Census Tract 2048.20, Los Angeles County, California","293","288","0","0","0","0","15","0","0","36","21","34","23","27","22","44","0","14","25","21","0","6","0","5",
"1400000US06037204910","Census Tract 2049.10, Los Angeles County, California","520","508","0","0","0","5","9","6","38","22","47","77","61","36","64","30","29","33","19","28","4","0","0","12",
"1400000US06037204920","Census Tract 2049.20, Los Angeles County, California","320","315","0","0","0","22","4","4","28","11","27","28","26","15","14","47","17","40","25","7","0","0","0","5",
"1400000US06037205110","Census Tract 2051.10, Los Angeles County, California","790","790","13","0","0","0","10","0","4","40","65","88","26","112","131","91","74","54","22","60","0","0","0","0",
"1400000US06037205120","Census Tract 2051.20, Los Angeles County, California","805","797","25","34","53","34","36","47","76","50","32","80","18","44","104","35","65","24","5","25","10","0","0","8",
"1400000US06037206010","Census Tract 2060.10, Los Angeles County, California","832","812","0","25","50","113","41","40","76","87","72","25","44","64","108","17","17","20","7","6","0","0","0","20",
"1400000US06037206020","Census Tract 2060.20, Los Angeles County, California","5","5","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0",
"1400000US06037206030","Census Tract 2060.30, Los Angeles County, California","239","227","0","7","5","24","0","10","0","29","20","5","7","18","18","22","9","9","9","16","0","19","0","12",
"1400000US06037206040","Census Tract 2060.40, Los Angeles County, California","1026","1001","15","7","41","38","39","67","100","106","138","91","53","23","29","14","0","45","33","89","38","19","16","25",
"1400000US06037206050","Census Tract 2060.50, Los Angeles County, California","730","719","48","8","16","61","20","0","21","83","21","32","68","9","49","27","36","35","25","67","59","26","8","11",
"1400000US06037206200","Census Tract 2062, Los Angeles County, California","1039","1020","124","26","82","223","77","185","73","115","17","0","29","19","0","0","9","9","22","0","0","10","0","19",
"1400000US06037206300","Census Tract 2063, Los Angeles County, California","1546","1531","294","9","254","436","218","65","141","6","0","9","0","22","62","0","0","8","7","0","0","0","0","15",
"1400000US06037207100","Census Tract 2071, Los Angeles County, California","2066","2044","8","34","208","197","61","84","98","203","230","198","93","266","178","75","49","5","28","12","8","9","0","22",
"1400000US06037207300","Census Tract 2073, Los Angeles County, California","2972","2939","611","18","359","353","246","464","211","137","61","0","13","67","94","37","89","119","27","16","0","17","0","33",
"1400000US06037207400","Census Tract 2074, Los Angeles County, California","7","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0",
"1400000US06037207500","Census Tract 2075, Los Angeles County, California","2618","2580","39","73","123","500","108","64","80","54","24","0","9","18","52","18","56","123","174","399","414","252","0","38",
"1400000US06037207710","Census Tract 2077.10, Los Angeles County, California","612","599","13","12","205","15","31","78","136","27","30","26","0","8","6","0","0","0","12","0","0","0","0","13",
"1400000US06037207900","Census Tract 2079, Los Angeles County, California","785","765","0","27","64","0","16","28","23","7","7","22","53","37","22","0","7","21","29","195","80","127","0","20",
"1400000US06037208000","Census Tract 2080, Los Angeles County, California","999","999","7","0","0","13","35","65","86","111","137","171","126","79","48","17","35","35","22","6","0","6","0","0",
"1400000US06037208300","Census Tract 2083, Los Angeles County, California","1820","1814","37","18","96","93","35","95","164","172","220","245","159","189","108","31","44","29","25","34","7","0","13","6",
"1400000US06037208400","Census Tract 2084, Los Angeles County, California","1643","1631","13","12","156","38","12","73","94","240","170","173","192","157","75","39","84","50","36","17","0","0","0","12",
"1400000US06037208500","Census Tract 2085, Los Angeles County, California","1756","1741","0","23","25","15","28","22","136","160","131","314","210","177","175","122","58","104","23","7","11","0","0","15",
"1400000US06037208610","Census Tract 2086.10, Los Angeles County, California","1183","1148","0","0","31","0","6","24","89","90","72","78","144","56","102","49","179","100","61","47","20","0","0","35",
"1400000US06037208620","Census Tract 2086.20, Los Angeles County, California","1503","1478","0","0","0","14","22","28","22","89","91","123","187","264","214","165","126","52","29","38","14","0","0","25",
"1400000US06037208710","Census Tract 2087.10, Los Angeles County, California","1654","1644","10","0","0","14","7","28","0","58","33","94","218","286","143","203","70","171","148","136","19","6","0","10",
"1400000US06037208720","Census Tract 2087.20, Los Angeles County, California","1191","1182","0","19","35","17","8","189","322","202","78","90","87","7","19","22","35","37","8","0","7","0","0","9",
"1400000US06037208800","Census Tract 2088, Los Angeles County, California","2378","2364","8","8","203","56","74","77","506","278","208","171","208","128","139","77","71","67","41","28","16","0","0","14",
"1400000US06037208902","Census Tract 2089.02, Los Angeles County, California","562","562","0","0","12","0","64","64","174","33","27","66","46","34","30","0","0","0","4","0","0","8","0","0",
"1400000US06037208903","Census Tract 2089.03, Los Angeles County, California","1117","1089","0","0","10","8","94","74","116","236","98","152","105","63","34","24","29","20","26","0","0","0","0","28",
"1400000US06037208904","Census Tract 2089.04, Los Angeles County, California","1167","1140","8","0","126","43","142","38","191","138","144","117","92","33","19","0","0","33","0","8","8","0","0","27",
"1400000US06037209101","Census Tract 2091.01, Los Angeles County, California","1767","1742","23","11","50","55","103","80","424","160","127","288","215","56","56","21","16","32","4","16","5","0","0","25",
"1400000US06037209102","Census Tract 2091.02, Los Angeles County, California","1457","1440","41","6","53","32","42","148","420","235","150","123","72","29","24","35","5","12","0","13","0","0","0","17",
"1400000US06037209200","Census Tract 2092, Los Angeles County, California","518","512","17","0","19","62","18","143","126","39","21","20","6","30","0","5","0","0","0","0","6","0","0","6",
"1400000US06037209300","Census Tract 2093, Los Angeles County, California","1055","1035","14","21","18","88","158","209","134","110","60","59","38","35","41","7","12","11","0","20","0","0","0","20",
"1400000US06037209401","Census Tract 2094.01, Los Angeles County, California","1188","1163","38","0","47","124","57","66","248","134","69","116","39","8","56","42","28","18","40","17","16","0","0","25",
"1400000US06037209402","Census Tract 2094.02, Los Angeles County, California","1109","1097","0","8","22","36","52","178","296","126","90","79","81","74","19","3","0","10","9","0","0","6","8","12",
"1400000US06037209403","Census Tract 2094.03, Los Angeles County, California","1098","1085","0","4","35","105","113","206","162","116","50","84","38","44","51","27","38","12","0","0","0","0","0","13",
"1400000US06037209510","Census Tract 2095.10, Los Angeles County, California","786","786","9","6","30","34","31","55","97","41","81","66","135","35","19","10","46","63","6","22","0","0","0","0",
"1400000US06037209520","Census Tract 2095.20, Los Angeles County, California","916","904","0","0","0","18","37","94","149","212","98","82","77","21","16","17","25","7","0","34","7","10","0","12",
"1400000US06037209810","Census Tract 2098.10, Los Angeles County, California","688","676","0","0","7","20","7","91","179","125","65","95","41","14","6","0","6","8","6","6","0","0","0","12",
"1400000US06037209820","Census Tract 2098.20, Los Angeles County, California","716","709","27","0","16","39","36","49","139","107","32","65","50","48","5","10","11","23","21","18","13","0","0","7",
"1400000US06037210010","Census Tract 2100.10, Los Angeles County, California","935","935","7","0","176","30","18","67","184","60","101","68","54","101","50","6","6","7","0","0","0","0","0","0",
"1400000US06037211000","Census Tract 2110, Los Angeles County, California","275","261","0","0","0","0","0","0","14","28","15","22","15","19","13","10","7","29","0","6","11","17","55","14",
"1400000US06037211110","Census Tract 2111.10, Los Angeles County, California","2158","2128","9","18","24","9","8","43","110","125","86","144","137","134","155","192","203","309","204","128","66","8","16","30",
"1400000US06037211120","Census Tract 2111.20, Los Angeles County, California","1939","1939","0","0","0","5","24","18","63","72","118","124","180","277","179","94","75","207","219","144","131","9","0","0",
"1400000US06037211200","Census Tract 2112, Los Angeles County, California","1907","1901","0","0","19","18","25","73","223","220","112","334","310","123","122","98","81","88","29","9","8","0","9","6",
"1400000US06037211310","Census Tract 2113.10, Los Angeles County, California","1287","1267","0","0","0","11","17","64","165","90","117","224","233","81","65","86","13","64","25","0","0","0","12","20",
"1400000US06037211320","Census Tract 2113.20, Los Angeles County, California","1189","1182","0","0","26","0","23","66","111","237","90","119","72","122","62","75","61","81","9","28","0","0","0","7",
"1400000US06037211410","Census Tract 2114.10, Los Angeles County, California","1083","1070","0","8","0","9","0","19","45","140","81","86","134","212","116","57","20","76","10","44","5","0","8","13",
"1400000US06037211420","Census Tract 2114.20, Los Angeles County, California","1023","1013","0","0","0","0","0","26","43","94","118","92","175","134","69","58","42","20","28","33","62","19","0","10",
"1400000US06037211500","Census Tract 2115, Los Angeles County, California","1120","1102","7","0","0","0","6","8","48","61","68","73","185","244","70","80","39","95","41","44","28","5","0","18",
"1400000US06037211701","Census Tract 2117.01, Los Angeles County, California","910","892","9","9","46","48","8","23","7","5","12","33","28","55","27","26","57","98","106","157","82","41","15","18",
"1400000US06037211702","Census Tract 2117.02, Los Angeles County, California","3222","3191","0","8","52","25","24","35","151","160","208","330","461","327","282","207","159","279","241","152","80","10","0","31",
"1400000US06037211801","Census Tract 2118.01, Los Angeles County, California","2883","2870","0","0","14","8","0","8","25","8","117","271","374","528","491","228","248","346","64","123","17","0","0","13",
"1400000US06037211802","Census Tract 2118.02, Los Angeles County, California","1884","1833","0","0","0","8","27","74","93","187","245","229","317","172","120","121","40","94","67","39","0","0","0","51",
"1400000US06037211910","Census Tract 2119.10, Los Angeles County, California","1803","1794","0","0","0","14","18","15","90","171","228","295","351","198","147","99","45","43","46","34","0","0","0","9",
"1400000US06037211920","Census Tract 2119.20, Los Angeles County, California","2436","2411","8","6","15","0","15","81","96","203","118","379","308","292","179","285","118","155","119","26","8","0","0","25",
"1400000US06037212100","Census Tract 2121, Los Angeles County, California","2367","2343","22","0","134","113","53","120","88","148","100","121","339","193","160","114","97","244","121","169","7","0","0","24",
"1400000US06037212202","Census Tract 2122.02, Los Angeles County, California","1100","1100","0","15","25","5","32","59","178","209","104","96","90","40","62","30","32","96","14","13","0","0","0","0",
"1400000US06037212203","Census Tract 2122.03, Los Angeles County, California","1097","1076","32","0","140","10","18","87","291","223","89","61","46","21","10","17","0","19","12","0","0","0","0","21",
"1400000US06037212204","Census Tract 2122.04, Los Angeles County, California","1098","1092","10","17","9","0","11","35","315","235","46","107","57","96","57","43","7","16","13","18","0","0","0","6",
"1400000US06037212303","Census Tract 2123.03, Los Angeles County, California","1039","1017","0","0","16","16","61","72","180","153","94","167","81","29","40","13","7","20","10","0","23","18","17","22",
"1400000US06037212304","Census Tract 2123.04, Los Angeles County, California","764","730","0","0","8","0","23","38","147","135","86","73","51","45","15","32","41","13","23","0","0","0","0","34",
"1400000US06037212305","Census Tract 2123.05, Los Angeles County, California","894","894","19","0","0","30","23","31","160","158","87","125","36","48","31","40","41","31","30","4","0","0","0","0",
"1400000US06037212306","Census Tract 2123.06, Los Angeles County, California","1122","1106","0","0","22","15","0","42","103","75","64","89","179","111","183","44","47","100","0","32","0","0","0","16",
"1400000US06037212410","Census Tract 2124.10, Los Angeles County, California","1457","1422","5","0","0","7","24","9","96","80","140","77","74","119","98","98","97","126","103","223","23","23","0","35",
"1400000US06037212420","Census Tract 2124.20, Los Angeles County, California","1153","1142","0","0","0","0","0","10","85","95","80","144","176","203","91","103","7","80","20","39","0","9","0","11",
"1400000US06037212500","Census Tract 2125, Los Angeles County, California","2044","2021","7","8","0","28","9","78","232","247","128","124","228","201","104","178","125","170","47","98","9","0","0","23",
"1400000US06037212610","Census Tract 2126.10, Los Angeles County, California","1347","1305","9","0","57","12","10","28","89","62","59","58","192","223","128","96","96","62","72","32","11","0","9","42",
"1400000US06037212620","Census Tract 2126.20, Los Angeles County, California","1644","1621","11","0","0","0","0","8","64","129","119","82","259","169","169","101","115","156","203","27","0","9","0","23",
"1400000US06037212700","Census Tract 2127, Los Angeles County, California","1290","1197","0","0","0","24","8","17","67","48","58","97","86","114","48","99","110","50","120","129","60","41","21","93",
"1400000US06037212800","Census Tract 2128, Los Angeles County, California","908","878","0","13","0","19","0","7","39","56","84","64","97","59","145","49","61","74","12","49","39","0","11","30",
"1400000US06037212900","Census Tract 2129, Los Angeles County, California","1363","1357","0","0","92","0","26","70","92","172","59","162","175","80","102","73","43","159","19","25","8","0","0","6",
"1400000US06037213100","Census Tract 2131, Los Angeles County, California","555","528","0","0","0","6","6","0","32","79","26","51","81","44","45","20","16","61","31","22","0","8","0","27",
"1400000US06037213201","Census Tract 2132.01, Los Angeles County, California","1207","1201","21","18","29","11","18","19","118","159","114","104","88","35","77","81","70","142","47","45","5","0","0","6",
"1400000US06037213202","Census Tract 2132.02, Los Angeles County, California","1037","1027","18","22","44","15","27","6","41","102","103","165","127","119","94","67","24","28","7","11","7","0","0","10",
"1400000US06037213310","Census Tract 2133.10, Los Angeles County, California","965","950","0","0","13","18","6","24","104","39","62","106","148","115","121","33","19","58","32","15","27","0","10","15",
"1400000US06037213320","Census Tract 2133.20, Los Angeles County, California","878","855","13","5","95","14","53","7","86","86","61","80","126","28","10","70","27","23","33","0","7","31","0","23",
"1400000US06037213401","Census Tract 2134.01, Los Angeles County, California","1653","1624","6","0","7","0","21","73","88","152","195","195","335","179","119","121","54","44","14","16","5","0","0","29",
"1400000US06037213402","Census Tract 2134.02, Los Angeles County, California","1569","1541","5","0","57","26","14","19","50","150","156","229","153","168","126","103","78","134","46","27","0","0","0","28",
"1400000US06037214000","Census Tract 2140, Los Angeles County, California","617","593","0","0","0","0","0","0","0","6","7","12","0","24","18","0","7","22","58","73","116","159","91","24",
"1400000US06037214100","Census Tract 2141, Los Angeles County, California","986","980","0","0","0","12","7","0","0","0","13","18","21","37","7","31","26","25","70","104","107","222","280","6",
"1400000US06037214400","Census Tract 2144, Los Angeles County, California","1693","1666","0","0","0","6","13","0","7","6","7","27","52","10","84","98","121","228","215","415","283","82","12","27",
"1400000US06037214500","Census Tract 2145, Los Angeles County, California","4500","4489","9","21","0","21","0","16","0","0","0","37","31","48","35","21","83","181","455","1653","1175","673","30","11",
"1400000US06037214600","Census Tract 2146, Los Angeles County, California","1028","1016","0","0","0","0","0","0","17","0","10","25","6","67","56","82","99","163","120","165","94","52","60","12",
"1400000US06037214700","Census Tract 2147, Los Angeles County, California","767","748","0","0","0","0","0","0","0","12","0","3","24","17","47","68","38","86","82","83","120","94","74","19",
"1400000US06037214800","Census Tract 2148, Los Angeles County, California","1097","1066","0","0","0","0","0","0","13","18","23","18","15","45","20","47","85","143","134","185","147","127","46","31",
"1400000US06037214900","Census Tract 2149, Los Angeles County, California","3051","2996","0","0","0","8","0","0","16","33","30","7","0","58","40","126","98","228","356","820","472","494","210","55",
"1400000US06037215100","Census Tract 2151, Los Angeles County, California","3677","3677","0","8","20","10","0","0","59","56","136","129","183","285","201","296","312","554","411","450","384","163","20","0",
"1400000US06037216100","Census Tract 2161, Los Angeles County, California","512","501","0","0","0","0","6","0","0","0","16","8","16","23","7","43","19","86","41","118","58","37","23","11",
"1400000US06037216200","Census Tract 2162, Los Angeles County, California","1508","1490","0","0","7","0","12","21","10","19","39","69","92","81","73","112","136","115","137","252","158","118","39","18",
"1400000US06037216300","Census Tract 2163, Los Angeles County, California","1477","1424","20","0","42","43","7","28","31","0","42","13","123","22","128","91","90","150","158","164","130","111","31","53",
"1400000US06037216400","Census Tract 2164, Los Angeles County, California","2978","2947","8","10","37","6","0","35","8","18","26","80","72","39","120","164","238","433","468","667","295","193","30","31",
"1400000US06037216700","Census Tract 2167, Los Angeles County, California","1060","1060","7","0","7","6","0","0","7","38","14","34","43","67","100","79","82","140","188","184","32","14","18","0",
"1400000US06037216800","Census Tract 2168, Los Angeles County, California","1026","985","0","0","0","0","0","14","0","5","17","17","55","63","43","37","17","92","57","164","145","180","79","41",
"1400000US06037216900","Census Tract 2169, Los Angeles County, California","1551","1535","0","20","10","7","31","0","10","11","61","41","74","136","112","129","199","226","124","203","88","43","10","16",
"1400000US06037217000","Census Tract 2170, Los Angeles County, California","2063","2018","0","8","48","8","8","36","0","24","26","52","62","79","103","194","93","270","241","402","213","137","14","45",
"1400000US06037217100","Census Tract 2171, Los Angeles County, California","1809","1778","11","7","47","29","31","67","84","32","77","82","119","151","131","179","160","178","136","107","91","48","11","31",
"1400000US06037217200","Census Tract 2172, Los Angeles County, California","1121","1101","0","0","0","0","7","20","32","42","48","95","123","102","98","70","48","178","29","103","86","20","0","20",
"1400000US06037218110","Census Tract 2181.10, Los Angeles County, California","835","824","0","0","29","29","34","42","47","88","94","101","45","63","57","67","17","29","46","0","17","19","0","11",
"1400000US06037218120","Census Tract 2181.20, Los Angeles County, California","1129","1129","11","28","0","9","8","12","58","150","116","184","146","95","81","53","53","50","66","9","0","0","0","0",
"1400000US06037218210","Census Tract 2182.10, Los Angeles County, California","924","916","0","0","10","20","11","0","37","18","50","269","106","114","84","67","20","19","69","14","0","8","0","8",
"1400000US06037218220","Census Tract 2182.20, Los Angeles County, California","971","962","0","17","0","13","29","31","14","53","60","33","136","138","72","113","73","111","45","24","0","0","0","9",
"1400000US06037218300","Census Tract 2183, Los Angeles County, California","1393","1364","0","14","21","36","22","36","77","108","58","206","138","69","102","143","145","111","28","41","9","0","0","29",
"1400000US06037218400","Census Tract 2184, Los Angeles County, California","1177","1161","14","0","21","7","21","42","36","31","37","48","64","127","186","127","114","164","74","33","0","15","0","16",
"1400000US06037218500","Census Tract 2185, Los Angeles County, California","663","621","6","16","0","23","6","14","7","36","79","38","59","54","70","58","37","52","15","38","13","0","0","42",
"1400000US06037218600","Census Tract 2186, Los Angeles County, California","858","829","0","0","11","0","8","9","23","84","61","117","66","83","66","69","68","31","50","70","13","0","0","29",
"1400000US06037218700","Census Tract 2187, Los Angeles County, California","961","940","26","0","7","27","31","25","41","95","85","128","81","110","30","90","25","32","52","33","14","8","0","21",
"1400000US06037218800","Census Tract 2188, Los Angeles County, California","696","684","0","0","12","19","27","6","21","45","53","87","96","51","32","108","41","51","15","13","0","7","0","12",
"1400000US06037218900","Census Tract 2189, Los Angeles County, California","1682","1659","6","26","39","68","19","74","47","193","91","111","187","172","152","137","83","150","65","27","6","6","0","23",
"1400000US06037219010","Census Tract 2190.10, Los Angeles County, California","320","306","0","0","0","0","0","0","22","12","43","26","29","34","33","42","43","11","0","11","0","0","0","14",
"1400000US06037219020","Census Tract 2190.20, Los Angeles County, California","654","635","0","0","26","9","28","0","13","10","0","108","63","21","26","74","42","114","30","36","27","8","0","19",
"1400000US06037219300","Census Tract 2193, Los Angeles County, California","980","967","32","7","18","16","53","21","67","99","146","91","119","50","57","0","49","34","61","32","15","0","0","13",
"1400000US06037219500","Census Tract 2195, Los Angeles County, California","193","188","0","0","0","7","14","0","0","15","18","5","20","8","17","6","23","28","7","6","0","14","0","5",
